year,country,image_url,region_code,region,gdp_per_capita,family,social_support,health_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
2019,Tanzania,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,2.0,Africa,0.476,,0.885,0.499,0.417,0.276,0.147
2017,Tanzania,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,2.0,Africa,0.511135876,1.041989803,,0.364509284,0.390017778,0.354256362,
2015,Thailand,https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg,142.0,Asia,0.9669,1.26504,,0.7385,0.55664,0.5763,
2018,Thailand,https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg,142.0,Asia,1.016,,1.417,0.707,0.637,0.364,0.029
2019,Thailand,https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg,142.0,Asia,1.05,,1.409,0.828,0.557,0.359,0.028
2016,Thailand,https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg,142.0,Asia,1.0893,1.04477,,0.64915,0.49553,0.58696,
2017,Thailand,https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg,142.0,Asia,1.127868772,1.425792456,,0.647239029,0.580200732,0.57212311,
2015,Togo,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,2.0,Africa,0.20868,0.13995,,0.28443,0.36453,0.16681,
2018,Togo,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,2.0,Africa,0.259,,0.474,0.253,0.434,0.158,0.101
2019,Togo,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,2.0,Africa,0.275,,0.572,0.41,0.293,0.177,0.085
2016,Togo,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,2.0,Africa,0.28123,0.0,,0.24811,0.34678,0.17517,
2017,Togo,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,2.0,Africa,0.305444717,0.43188253,,0.247105569,0.380426139,0.196896151,
2015,Trinidad and Tobago,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Trinidad_and_Tobago.svg,19.0,Americas,1.21183,1.18354,,0.61483,0.55884,0.31844,
2016,Trinidad and Tobago,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Trinidad_and_Tobago.svg,19.0,Americas,1.32572,0.98569,,0.52608,0.48453,0.31935,
2017,Trinidad and Tobago,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Trinidad_and_Tobago.svg,19.0,Americas,1.361355901,1.380228519,,0.519983292,0.518630743,0.325296462,
2015,Tunisia,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,2.0,Africa,0.88113,0.60429,,0.73793,0.26268,0.06431,
2018,Tunisia,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,2.0,Africa,0.9,,0.906,0.69,0.271,0.04,0.063
2019,Tunisia,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,2.0,Africa,0.921,,1.0,0.815,0.167,0.059,0.055
2016,Tunisia,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,2.0,Africa,0.97724,0.43165,,0.59577,0.23553,0.03936,
2017,Tunisia,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,2.0,Africa,1.007265806,0.86835146,,0.613212049,0.28968069,0.049693357,
2015,Turkey,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,142.0,Asia,1.06098,0.94632,,0.73172,0.22815,0.12253,
2018,Turkey,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,142.0,Asia,1.148,,1.38,0.686,0.324,0.106,0.109
2016,Turkey,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,142.0,Asia,1.16492,0.87717,,0.64718,0.23889,0.04707,
2019,Turkey,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,142.0,Asia,1.183,,1.36,0.808,0.195,0.083,0.106
2017,Turkey,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,142.0,Asia,1.198274374,1.337753177,,0.637605608,0.3007406,0.046693042,
2015,Turkmenistan,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,142.0,Asia,0.95847,1.22668,,0.53886,0.4761,0.16979,
2018,Turkmenistan,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,142.0,Asia,1.016,,1.533,0.517,0.417,0.199,0.037
2019,Turkmenistan,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,142.0,Asia,1.052,,1.538,0.657,0.394,0.244,0.028
2016,Turkmenistan,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,142.0,Asia,1.08017,1.03817,,0.44006,0.37408,0.22567,
2017,Turkmenistan,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,142.0,Asia,1.130776763,1.493149161,,0.43772608,0.418271929,0.249924988,
2015,Uganda,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,2.0,Africa,0.21102,1.13299,,0.33861,0.45727,0.29066,
2018,Uganda,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,2.0,Africa,0.322,,1.09,0.237,0.45,0.259,0.061
2019,Uganda,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,2.0,Africa,0.332,,1.069,0.443,0.356,0.252,0.06
2016,Uganda,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,2.0,Africa,0.34719,0.90981,,0.19625,0.43653,0.27102,
2017,Uganda,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,2.0,Africa,0.381430715,1.129827738,,0.217632607,0.443185955,0.325766057,
2018,Ukraine,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,150.0,Europe,0.793,,1.413,0.609,0.163,0.187,0.011
2015,Ukraine,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,150.0,Europe,0.79907,1.20278,,0.6739,0.25123,0.15275,
2019,Ukraine,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,150.0,Europe,0.82,,1.39,0.739,0.178,0.187,0.01
2016,Ukraine,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,150.0,Europe,0.87287,1.01413,,0.58628,0.12859,0.20363,
2017,Ukraine,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,150.0,Europe,0.894651949,1.394537568,,0.575903952,0.122974776,0.270061463,
2015,United Arab Emirates,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg,142.0,Asia,1.42727,1.12575,,0.80925,0.64157,0.26428,
2019,United Arab Emirates,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg,142.0,Asia,1.503,,1.31,0.825,0.598,0.262,0.182
2016,United Arab Emirates,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg,142.0,Asia,1.57352,0.87114,,0.72993,0.56215,0.26591,
2017,United Arab Emirates,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg,142.0,Asia,1.626343369,1.266410232,,0.726798236,0.60834527,0.360941947,
2018,United Arab Emirates,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg,142.0,Asia,2.096,,0.776,0.67,0.284,0.186,
2018,United Kingdom,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,150.0,Europe,1.244,,1.433,0.888,0.464,0.262,0.082
2015,United Kingdom,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,150.0,Europe,1.26637,1.28548,,0.90943,0.59625,0.51912,
2019,United Kingdom,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,150.0,Europe,1.333,,1.538,0.996,0.45,0.348,0.278
2016,United Kingdom,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,150.0,Europe,1.40283,1.08672,,0.80991,0.50036,0.50156,
2017,United Kingdom,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,150.0,Europe,1.44163394,1.49646008,,0.805335939,0.508190036,0.492774159,
2015,United States,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,19.0,Americas,1.39451,1.24711,,0.86179,0.54604,0.40105,
2018,United States,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,19.0,Americas,1.398,,1.471,0.819,0.547,0.291,0.133
2019,United States,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,19.0,Americas,1.433,,1.457,0.874,0.454,0.28,0.128
2016,United States,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,19.0,Americas,1.50796,1.04782,,0.779,0.48163,0.41077,
2017,United States,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,19.0,Americas,1.546259284,1.419920564,,0.774286628,0.505740523,0.392578781,
2015,Uruguay,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,19.0,Americas,1.06166,1.2089,,0.8116,0.60362,0.2324,
2018,Uruguay,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,19.0,Americas,1.093,,1.459,0.771,0.625,0.13,0.155
2019,Uruguay,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,19.0,Americas,1.124,,1.465,0.891,0.523,0.127,0.15
2016,Uruguay,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,19.0,Americas,1.18157,1.03143,,0.72183,0.54388,0.18056,
2017,Uruguay,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,19.0,Americas,1.217559695,1.412227869,,0.719216824,0.579392254,0.175096929,
2015,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,142.0,Asia,0.63244,1.34043,,0.59772,0.65821,0.22837,
2018,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,142.0,Asia,0.719,,1.584,0.605,0.724,0.328,0.259
2016,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,142.0,Asia,0.73591,1.1681,,0.50163,0.60848,0.34326,
2019,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,142.0,Asia,0.745,,1.529,0.756,0.631,0.322,0.24
2017,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,142.0,Asia,0.786441088,1.54896915,,0.498272628,0.658248663,0.415983647,
2019,Venezuela,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,19.0,Americas,0.96,,1.427,0.805,0.154,0.064,0.047
2018,Venezuela,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,19.0,Americas,0.996,,1.469,0.657,0.133,0.056,0.052
2015,Venezuela,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,19.0,Americas,1.04424,1.25596,,0.72052,0.42908,0.05841,
2017,Venezuela,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,19.0,Americas,1.128431201,1.431337595,,0.617144227,0.153997123,0.06501963,
2016,Venezuela,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,19.0,Americas,1.13367,1.03302,,0.61904,0.19847,0.0425,
2015,Vietnam,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,142.0,Asia,0.63216,0.91226,,0.74676,0.59444,0.1686,
2018,Vietnam,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,142.0,Asia,0.715,,1.365,0.702,0.618,0.177,0.079
2016,Vietnam,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,142.0,Asia,0.74037,0.79117,,0.66157,0.55954,0.25075,
2019,Vietnam,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,142.0,Asia,0.741,,1.346,0.851,0.543,0.147,0.073
2017,Vietnam,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,142.0,Asia,0.788547575,1.277491331,,0.652168989,0.571055591,0.234968051,
2019,Yemen,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,142.0,Asia,0.287,,1.163,0.463,0.143,0.108,0.077
2018,Yemen,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,142.0,Asia,0.442,,1.073,0.343,0.244,0.083,0.064
2015,Yemen,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,142.0,Asia,0.54649,0.68093,,0.40064,0.35571,0.09131,
2016,Yemen,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,142.0,Asia,0.57939,0.47493,,0.31048,0.2287,0.09821,
2017,Yemen,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,142.0,Asia,0.591683447,0.935382247,,0.310080916,0.249463722,0.104125209,
2015,Zambia,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Zambia.svg,2.0,Africa,0.47038,0.91612,,0.29924,0.48827,0.19591,
2018,Zambia,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Zambia.svg,2.0,Africa,0.562,,1.047,0.295,0.503,0.221,0.082
2019,Zambia,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Zambia.svg,2.0,Africa,0.578,,1.058,0.426,0.431,0.247,0.087
2016,Zambia,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Zambia.svg,2.0,Africa,0.61202,0.6376,,0.23573,0.42662,0.17866,
2017,Zambia,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Zambia.svg,2.0,Africa,0.636406779,1.003187299,,0.257835895,0.461603492,0.249580145,
2015,Zimbabwe,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg,2.0,Africa,0.271,1.03276,,0.33475,0.25861,0.18987,
2016,Zimbabwe,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg,2.0,Africa,0.35041,0.71478,,0.1595,0.25429,0.18503,
2018,Zimbabwe,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg,2.0,Africa,0.357,,1.094,0.248,0.406,0.132,0.099
2019,Zimbabwe,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg,2.0,Africa,0.366,,1.114,0.433,0.361,0.151,0.089
2017,Zimbabwe,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg,2.0,Africa,0.375846535,1.083095908,,0.196763754,0.336384207,0.189143494,
2015,Kosovo,https://upload.wikimedia.org/wikipedia/commons/1/1f/Flag_of_Kosovo.svg,,,0.80148,0.81198,,0.63132,0.24749,0.2831,
2018,Kosovo,https://upload.wikimedia.org/wikipedia/commons/1/1f/Flag_of_Kosovo.svg,,,0.855,,1.23,0.578,0.448,0.274,0.023
2019,Kosovo,https://upload.wikimedia.org/wikipedia/commons/1/1f/Flag_of_Kosovo.svg,,,0.882,,1.232,0.758,0.489,0.262,0.006
2016,Kosovo,https://upload.wikimedia.org/wikipedia/commons/1/1f/Flag_of_Kosovo.svg,,,0.90145,0.66062,,0.54,0.14396,0.27992,
2017,Kosovo,https://upload.wikimedia.org/wikipedia/commons/1/1f/Flag_of_Kosovo.svg,,,0.951484382,1.137853503,,0.54145205,0.260287941,0.319931448,
2019,Gambia,,2.0,Africa,0.308,,0.939,0.428,0.382,0.269,0.167
2015,Hong Kong,,142.0,Asia,1.38604,1.05818,,1.01328,0.59608,0.39478,
2018,Hong Kong,,142.0,Asia,1.405,,1.29,1.03,0.524,0.246,0.291
2019,Hong Kong,,142.0,Asia,1.438,,1.277,1.122,0.44,0.258,0.287
2016,Hong Kong,,142.0,Asia,1.5107,0.87021,,0.95277,0.48079,0.40097,
2016,Puerto Rico,,19.0,Americas,1.35943,1.08113,,0.77758,0.46823,0.22202,
2015,Taiwan,,142.0,Asia,1.29098,1.07617,,0.8753,0.3974,0.25376,
2018,Taiwan,,142.0,Asia,1.365,,1.436,0.857,0.418,0.151,0.078
2019,Taiwan,,142.0,Asia,1.368,,1.43,0.914,0.351,0.242,0.097
2016,Taiwan,,142.0,Asia,1.39729,0.92624,,0.79565,0.32377,0.25495,
